ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_All_list,True_Ans_All_list,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.004627900008927099,0.9479723999975249,space,0.4237403000006452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img10.png,КУВШИНО-ЛОШАДИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,0,0,9,,,,,0.9868585000076564,,,,,,,0.9644995999988168,2.1981062999984715,space,0.7286974999879021,None,2.198696400009794,4.713644500006922,4.7136599000077695,4.730165600005421,5.198161699998309,right,1,0.46354079998855013,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img2.png,БАНАНОРО-ФАЗАНОРО,Фонологический,Слово рифмуется с "облакоро"?,right,,,,0,1,1,1,,,,,5.2173145999986446,,,,,,,5.199097300006542,5.748026900007972,space,0.02856329998758156,None,5.748389700005646,8.263654900001711,8.263669300009497,8.280155800006469,8.74812920000113,right,1,0.4571062999893911,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img3.png,барахлоро-коалоро,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,2,2,2,,,,,8.76641440000094,,,,,,,8.74879769999825,9.381630800009589,space,0.10575009998865426,None,9.382016900010058,11.897120100009488,11.897134300001198,11.91363550000824,12.381344800000079,right,1,0.45694439999351744,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img16.png,ПЕЛЬМЕНИНО-ЕЖИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,3,3,15,,,,,12.397005300008459,,,,,,,12.382023900005152,13.947985400009202,space,1.0428974000096787,None,13.9483418000018,16.463647099997615,16.463661100002355,16.48016120000102,16.91479930000787,right,1,0.43165589999989606,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img12.png,ЛАНДЫШЕЛЛО-МАРТЫШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,4,4,11,,,,,16.93030200000794,,,,,,,16.91544630000135,18.18140339999809,space,0.7384321999998065,None,18.181762699998217,20.697186500008684,20.697207200006233,20.713531300003524,21.24809350000578,right,1,0.5267096999887144,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img19.png,сахарини-комарини,Перцептивный,Слово написано большими буквами?,left,,,,0,5,5,18,,,,,21.263758800007054,,,,,,,21.24875840000459,21.881364500004565,space,0.10387249999621417,None,21.881729700005963,24.396999800010235,24.39701960000093,24.413513400009833,24.797919999997248,right,0,0.3680292999924859,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img6.png,КАРТОШЕЛЛО-КУКУШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,6,6,5,,,,,24.81352510000579,,,,,,,24.79861179999716,26.064745499999844,space,0.7418940000061411,None,26.06523520000337,28.58041680000315,28.58043390000239,28.596874700000626,29.064677800008212,right,1,0.45183049999468494,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img18.png,РУБИНОРО-ДЕЛЬФИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,7,7,17,,,,,29.08027910000237,,,,,,,29.065335300008883,29.69805340000312,space,0.10086149998824112,None,29.69839600000705,32.21367610000016,32.21369129999948,32.23021069999959,32.864804800003185,right,1,0.6188504000019748,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img8.png,КЛУБНИЧИТТО-ХОМЯЧИТТО,Фонологический,Слово рифмуется с  "ветеритто"?,right,,,,0,8,8,7,,,,,32.88057850000041,,,,,,,32.86546729999827,33.9978928000055,space,0.6037801000056788,None,33.998248100004275,36.51368129999901,36.5136949000007,36.53019950000453,37.064798000006704,right,1,0.5211151000112295,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img23.png,чайничитто-кошачитто,Фонологический,Слово рифмуется с "туманетто"?,left,,,,0,9,9,22,,,,,37.080218500006595,,,,,,,37.06547650000721,38.38136320000922,space,0.789209500013385,None,38.38173459999962,40.896974400006,40.8969889,40.91376280000259,41.398168300002,right,0,0.474789799991413,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img20.png,БОТИЧИНИ-КРОЛИЧИНИ,Фонологический,Слово рифмуется с "пейзажини"?,right,,,,0,10,10,19,,,,,41.41612100000202,,,,,,,41.39893110000412,42.28166950000741,space,0.36494759999914095,None,42.282054499999504,44.797119199996814,44.79713370000536,44.81357040000148,45.26457179999852,right,1,0.43780830000468995,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img14.png,МОНИТОРО-КАМБАЛОРО,Фонологический,Слово рифмуется с "ветеритто"?,left,,,,0,11,11,13,,,,,45.280517999999574,,,,,,,45.265255500009516,46.648019800006296,space,0.8541145999915898,None,46.6483894999983,49.1637355999992,49.1637497000047,49.180251300000236,49.74812770000426,right,0,0.5508494999958202,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img11.png,лавашетто-лягушето,Фонологический,Слово рифмуется с "туманетто"?,right,,,,0,12,12,10,,,,,49.76391360000707,,,,,,,49.74881980000646,51.631443700011005,space,1.3658261000091443,None,51.631810600010795,54.14701070000592,54.14702489999763,54.163626399997156,54.66459290000785,right,1,0.48596839999663644,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img1.png,арбузоро-гепардоро,Перцептивный,Слово написано большими буквами?,left,,,,0,13,13,0,,,,,54.68037690001074,,,,,,,54.665294000005815,55.881093100004364,space,0.6956058000068879,None,55.88145970000187,58.39720690000104,58.39722060000349,58.413508500001626,58.881289700002526,right,0,0.46503569999185856,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img22.png,ФАСТФУДОРО-ВЕРБЛЮДОРО,Перцептивный,Слово написано большими буквами?,right,,,,0,14,14,21,,,,,58.89688529999694,,,,,,,58.881969200010644,61.54796440000064,space,2.1340729000075953,None,61.54833289999806,64.06367200000386,64.06368590000784,64.08019380000769,64.6315379000007,right,1,0.5499691000004532,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
img5.png,журналетто-кабанетто,Фонологический,Слово рифмуется с "пейзажини"?,left,,,,0,15,15,4,,,,,64.64788879999833,,,,,,,64.63222559999849,65.24827330000699,space,0.09725149998848792,None,65.24863529999857,67.76370530000713,67.76371970000037,67.78020639999886,68.43140329999733,right,0,0.6351924999908078,None,,,,,,,,,,,,,217022,001,2025-05-19_19h24.08.324,con_exp,2023.2.3,59.99001766012629,2025-05-19 19h24.17.881736 +0300,
