ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_All_list,True_Ans_All_list,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.005040100004407577,1.7948346000048332,space,1.2680947000044398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img3.png,барахлоро-коалоро,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,0,0,2,,,,,1.8396699000004446,,,,,,,1.8151604000013322,2.828241099996376,space,0.5105394999991404,None,2.8307804000069154,5.344080399998347,5.344105700001819,5.360420299999532,6.261406400008127,right,1,0.8869926000043051,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img8.png,КЛУБНИЧИТТО-ХОМЯЧИТТО,Фонологический,Слово рифмуется с  "ветеритто"?,right,,,,0,1,1,7,,,,,6.2790604000038,,,,,,,6.262374900004943,7.411378799995873,space,0.6246868000016548,None,7.411741999996593,9.927099799999269,9.927123300003586,9.943688200000906,10.377980600009323,right,1,0.4172143999894615,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img24.png,ШАМПИНЬОРО-ОСЬМИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,2,2,23,,,,,10.393705299997237,,,,,,,10.37866670000949,11.144703600002686,space,0.23576239999965765,None,11.145060800001374,13.660446499998216,13.660460900006,13.677015499997651,14.11143250000896,right,1,0.4286108000087552,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img10.png,КУВШИНО-ЛОШАДИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,3,3,9,,,,,14.129633200005628,,,,,,,14.112097300007008,15.061493100001826,space,0.43183879999560304,None,15.061863000009907,17.5771539999987,17.57716729999811,17.59363960000337,17.961480500001926,right,1,0.35415650000504684,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,4,4,14,,,,,17.97713400000066,,,,,,,17.962159200003953,18.695086200008518,space,0.21425429999362677,None,18.695461099996464,21.210483400005614,21.210497599997325,21.226977400001488,21.744709300008253,right,1,0.5007533000025433,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img4.png,ДИВАНИТТО-ТЮЛЕНИТТО,Перцептивный,Слово написано большими буквами?,right,,,,0,5,5,3,,,,,21.760616900006426,,,,,,,21.745402400003513,22.461524900005315,space,0.19269500000518747,None,22.461893200001214,24.977123200005735,24.977137900001253,24.993696300007286,25.461621100010234,right,1,0.4574748000013642,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img7.png,кирпичони-саранчони,Перцептивный,Слово написано большими буквами?,left,,,,0,6,6,6,,,,,25.476969800001825,,,,,,,25.46230719999585,26.144868100003805,space,0.1621649000007892,None,26.1452258000063,28.660506300002453,28.660519800003385,28.67696280000382,29.244694699998945,right,0,0.5618124000029638,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img17.png,пиццерретто-голубетто,Фонологический,Слово рифмуется с "облакоро"?,left,,,,0,7,7,16,,,,,29.26040820000344,,,,,,,29.245337100001052,29.91148969999631,space,0.14843489999475423,None,29.911853099998552,32.4270719000051,32.42708560000756,32.44358590000775,32.81149170000572,right,0,0.3593085000029532,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img23.png,чайничитто-кошачитто,Фонологический,Слово рифмуется с "туманетто"?,left,,,,0,8,8,22,,,,,32.82731989999593,,,,,,,32.81217109999852,34.261404899996705,space,0.9184504000004381,None,34.261765800009016,36.777161899997736,36.77717549999943,36.79363510000985,37.22813859999587,right,0,0.4319350999867311,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img6.png,КАРТОШЕЛЛО-КУКУШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,9,9,5,,,,,37.24391950000427,,,,,,,37.22885220000171,38.42819099999906,space,0.667719400007627,None,38.42855470000359,40.94380350000574,40.9438225000049,40.960392299995874,42.62803330000315,right,1,1.6512481000099797,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img14.png,МОНИТОРО-КАМБАЛОРО,Фонологический,Слово рифмуется с "ветеритто"?,left,,,,0,10,10,13,,,,,42.64395369999693,,,,,,,42.628740500003914,44.078309100004844,space,0.9233229000092251,None,44.07869350000692,46.59377880000102,46.5937935999973,46.6103002000018,47.311530000006314,right,0,0.6984955000079935,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img22.png,ФАСТФУДОРО-ВЕРБЛЮДОРО,Перцептивный,Слово написано большими буквами?,right,,,,0,11,11,21,,,,,47.32723930000793,,,,,,,47.312176400009776,47.96142910000344,space,0.12632739999389742,None,47.961787200008985,50.477086099999724,50.47709939999913,50.49359559999721,51.011403399999836,right,1,0.5100119999988237,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img2.png,БАНАНОРО-ФАЗАНОРО,Фонологический,Слово рифмуется с "облакоро"?,right,,,,0,12,12,1,,,,,51.02718530000129,,,,,,,51.012075500009814,51.66142430000764,space,0.1256811000057496,None,51.66179759999795,54.177121100001386,54.17713789999834,54.193717000001925,54.74476420000428,right,1,0.5381103000108851,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img9.png,кокосело-медузело,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,13,13,8,,,,,54.7603694999998,,,,,,,54.745452900009695,55.76139830000466,space,0.48833140000351705,None,55.76177209999878,58.27721569999994,58.27723170000536,58.29365940000571,59.028121700001066,right,1,0.7317310000071302,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
img5.png,журналетто-кабанетто,Фонологический,Слово рифмуется с "пейзажини"?,left,,,,0,14,14,4,,,,,59.04394719999982,,,,,,,59.0288378999976,59.61154290000559,space,0.051032799994573,None,59.6119034000003,62.1271693000017,62.12718969999696,62.143691700010095,62.661382600010256,right,0,0.5067772000038531,None,,,,,,,,,,,,,116935,001,2025-05-19_19h19.24.001,con_exp,2023.2.3,59.883610214302195,2025-05-19 19h19.35.251962 +0300,
